Evento;Data;Resumo;Fonte 1;Fonte 2;Grau de Evidência;Dano Social;Status;País;Categoria;Prioridade de Verificação
Soviet 'disinformation' campaigns (Operation INFEKTION etc.);Cold War era;"Campanhas de desinformação realizadas pela KGB (ex.: HIV origin disinfo); algumas operações foram documentadas.";https://en.wikipedia.org/wiki/Operation_INFEKTION;https://www.bbc.com/news/world-53118879;Alta;Alto;Comprovada;;;
The 'Dead Internet' theory (recent conspiracy about internet being mostly bots);c.2010s–present;"Alegação de que grande parte do conteúdo da internet é gerado artificialmente para manipular opiniões; é uma teoria mista com elementos de verdade (bots) e exagero.";https://en.wikipedia.org/wiki/Dead_Internet_theory;https://www.scientificamerican.com/article/how-much-of-the-internet-is-fake/;Média;Moderado;Parcialmente confirmada;;;
Chabad tunnel false claims (example modern hoax);2024 (news event);Descoberta de túnel em sede Chabad gerou acusações e teorias de tráfico infantil desacreditadas por autoridades e jornalistas.;https://apnews.com/article/30dea243e1619716f8274ebc7f596f5c;https://www.bbc.com/news;Baixa;Moderado;Desmentida;;;
D.B. Cooper hijacking (unknown hijacker);24 Nov 1971;"Homem identificado como 'D.B. Cooper' sequestrou avião e saltou de paraquedas com resgate; identidade e destino permanecem desconhecidos, gerando teorias.";https://en.wikipedia.org/wiki/D._B._Cooper;https://www.fbi.gov/history/famous-cases/db-cooper;Baixa;Moderado;Inconclusiva;;;
Amelia Earhart disappearance;2 Jul 1937;"Aviadora desapareceu durante tentativa de circunavegação; teorias incluem queda no oceano, captura pelos japoneses ou aterrissagem forçada em atóis.";https://en.wikipedia.org/wiki/Amelia_Earhart_disappearance;https://www.britannica.com/biography/Amelia-Earhart;Baixa;Moderado;Inconclusiva;;;
Olof Palme assassination (Sweden);28 Feb 1986;"Assassínio do primeiro-ministro sueco gerou teorias sobre água política e agentes estrangeiros; inquéritos demorados e debates locais persistem.";https://en.wikipedia.org/wiki/Assassination_of_Olof_Palme;https://www.bbc.com/news/world-europe-35645463;Média;Alto;Inconclusiva;;;
Benazir Bhutto assassination (Pakistan);27 Dec 2007;"Morte da ex-primeira-ministra levou a debates sobre autoria e possível conspiradores políticos; investigações apontaram bomba/tiros em atentado.";https://en.wikipedia.org/wiki/Assassination_of_Benazir_Bhutto;https://www.bbc.com/news/world-south-asia-44279617;Média;Alto;Inconclusiva;;;
Patrice Lumumba assassination (Congo);17 Jan 1961;"Assassinato do líder congoles com evidências de conivência belga e CIA; desclassificações e estudos indicam envolvimento estrangeiro.";https://en.wikipedia.org/wiki/Patrice_Lumumba;https://www.britannica.com/biography/Patrice-Lumumba;Alta;Extremo;Parcialmente confirmada;;;
2001 anthrax attacks (Amerithrax) — autoria contestada;Sep–Oct 2001;"Envio de esporos de antraz por correio nos EUA; investigações apontaram cientista Bruce Ivins mas teorias alternativas e críticas ao inquérito persistem.";https://en.wikipedia.org/wiki/2001_anthrax_attacks;https://www.fbi.gov/history/famous-cases/anthrax-amerithrax-investigation;Média;Alto;Parcialmente confirmada;;;
Alexander Litvinenko poisoning (polonium);23 Nov 2006;"Ex-agente russo envenenado em Londres; investigações apontaram agentes russos e houve condenações e investigações internacionais.";https://en.wikipedia.org/wiki/Alexander_Litvinenko;https://www.bbc.com/news/uk-11650800;Alta;Alto;Comprovada;;;
Sergei Skripal poisoning (Novichok, Salisbury 2018);4 Mar 2018;"Envenenamento do ex-espião russo no Reino Unido com novichok, implicando agentes russos; investigação britânica responsabilizou Rússia.";https://en.wikipedia.org/wiki/ poisoning_of_Sergei_and_Yulia_Skripal;https://www.bbc.com/news/uk-43377667;Alta;Alto;Comprovada;;;
Bohemian Grove (elite rituals conspiracy);décadas (século XX–presente);"Encontros privados de elites em Bohemian Grove geraram teorias sobre rituais e decisões políticas ocultas; evento existe, alegações ritualistas são especulativas.";https://en.wikipedia.org/wiki/Bohemian_Grove;https://www.sfgate.com/news/article/Bohemian-Grove-what-is-it-3236529.php;Baixa;Moderado;Desmentida/Parcialmente confirmada;;;
Project MKNAOMI (US biological programs);Cold War era;"Programas secretos de armas biológicas e pesquisas relacionadas aumentaram suspeitas; alguns documentos foram desclassificados e confirmam atividades.";https://en.wikipedia.org/wiki/Project_MKNAOMI;https://nsarchive2.gwu.edu/NSAEBB/NSAEBB316/index.htm;Alta;Alto;Parcialmente confirmada;;;
Malcolm X assassination (theories of conspiracy);21 Feb 1965;"Teorias sobre conluio da polícia, FBI ou outros elementos além dos condenados; comissões e discussões históricas exploram possíveis falhas e omissões.";https://en.wikipedia.org/wiki/Assassination_of_Malcolm_X;https://www.britannica.com/biography/Malcolm-X;Média;Alto;Inconclusiva;;;
1980 Bologna massacre (terrorism and possible state ties);2 Aug 1980;"Atentado na estação de Bolonha que matou dezenas; investigações apontaram grupos neofascistas e discussões sobre conexões com redes clandestinas.";https://en.wikipedia.org/wiki/Bologna_massacre;https://www.britannica.com/event/Bologna-massacre;Alta;Alto;Parcialmente confirmada;;;
Lavon Affair / Operation Susannah (1954 Israel false flag);1954;"Operação de sabotagem encenada no Egito por agentes israelenses; exposta e reconhecida como erro político (Lavon Affair).";https://en.wikipedia.org/wiki/Lavon_Affair;https://www.britannica.com/event/Lavon-Affair;Alta;Moderado;Comprovada;;;
Zinoviev letter (forgery that influenced 1924 UK election);1924;"Carta forjada atribuída a líderes soviéticos publicada em tabloides, afetou resultado eleitoral; posteriormente considerada falsificação.";https://en.wikipedia.org/wiki/Zinoviev_letter;https://www.britannica.com/event/Zinoviev-letter;Alta (forgery documentada);Moderado;Comprovada;;;
Natalie Wood death conspiracy;29 Nov 1981;"Atormenta suspeita de que sua morte por afogamento foi resultado de crime; investigações reabertas e controvérsias permanecem.";https://en.wikipedia.org/wiki/Natalie_Wood;https://www.bbc.com/news/entertainment-arts-50235893;Média;Moderado;Inconclusiva;;;
Soviet shooting down of Korean Air Lines Flight 007 (KAL 007);1 Sep 1983;"Avião civil abatido por caça soviético; teorias e disputas sobre intenções e respostas políticas acompanharam o evento.";https://en.wikipedia.org/wiki/Korean_Air_Lines_Flight_007;https://www.britannica.com/event/Korean-Air-Lines-flight-007;Alta (documentado);Alto;Comprovada;;;
Subhas Chandra Bose disappearance (plane crash theory vs survival);18 Aug 1945 (disappeared);"Líder indiano desapareceu em acidente aéreo segundo versão oficial; teorias de sobrevivência e encobrimento geraram debates por décadas.";https://en.wikipedia.org/wiki/Subhas_Chandra_Bose;https://www.britannica.com/biography/Subhas-Chandra-Bose;Baixa;Moderado;Inconclusiva;;;
Rwandan Genocide conspiracy/foreign involvement theories;1994;"Debates e teorias sobre participação externa e conspirações locais para incitar genocídio; vasta documentação aponta responsabilidade interna complexa.";https://en.wikipedia.org/wiki/Rwandan_genocide;https://www.britannica.com/event/Rwandan-genocide;Média;Extremo;Inconclusiva;;;
Flying Dutchman legend (maritime ghost story / conspiracy folklore);c.17th century (legend);"Sailor legend of a cursed ghost ship; appears in folklore and sometimes in conspiratorial narratives.";https://en.wikipedia.org/wiki/Flying_Dutchman;https://www.britannica.com/topic/Flying-Dutchman;Baixa;Baixo;Desmentida;Internacional;Folclore;Low
Gunpowder Plot;5 Nov 1605;"Catholic conspiracy to blow up the English Parliament; plot foiled and conspirators executed.";https://en.wikipedia.org/wiki/Gunpowder_Plot;https://www.britannica.com/event/Gunpowder-Plot;Alta;Moderado;Comprovada;Reino Unido;Política;High
Great Fire of London (arson theories);2 Sep 1666;"Speculation about arson and foreign plots existed historically; modern historians favor accidental causes.";https://en.wikipedia.org/wiki/Great_Fire_of_London;https://www.britannica.com/event/Great-Fire-of-London;Baixa;Moderado;Desmentida;Reino Unido;Desastre;Low
Dreyfus Affair;1894–1906;"Wrongful conviction and a state-level conspiracy to suppress evidence; exposed anti-Semitism and judicial misconduct.";https://en.wikipedia.org/wiki/Dreyfus_affair;https://www.britannica.com/event/Dreyfus-affair;Alta;Alto;Comprovada;França;Política/Judicial;High
Tulip Mania (speculative financial bubble);1630s;"Financial bubble later mythologized; some sensational/conspiratorial narratives arose about manipulation.";https://en.wikipedia.org/wiki/Tulip_mania;https://www.britannica.com/event/tulipomania;Baixa;Moderado;Desmentida;Holanda;Finanças;Low
Popish Plot;1678;"Fabricated Catholic plot in England leading to executions; later exposed as false.";https://en.wikipedia.org/wiki/Popish_Plot;https://www.britannica.com/event/Popish-Plot;Alta;Alto;Comprovada;Reino Unido;Política;High
Sacco and Vanzetti case (conspiracy claims);1920s;"Controversial trial; claims of political bias and judicial conspiracy in sentencing.";https://en.wikipedia.org/wiki/Sacco_and_Vanzetti;https://www.britannica.com/event/Sacco-and-Vanzetti-case;Média;Alto;Parcialmente confirmada;EUA;Judicial/Política;High
Zimmermann Telegram;1917;"Secret German proposal to Mexico; interception influenced US entry into WWI.";https://en.wikipedia.org/wiki/Zimmermann_Telegram;https://www.britannica.com/event/Zimmermann-telegram;Alta;Alto;Comprovada;Internacional;Military/Intelligence;High
Black Tom explosion (sabotage);30 Jul 1916;"Sabotage of munitions depot by agents linked to German interests; wartime sabotage documented.";https://en.wikipedia.org/wiki/Black_Tom_explosion;https://www.britannica.com/event/Black-Tom-explosion;Alta;Moderado;Comprovada;EUA;Terrorismo/Sabotagem;High
Entebbe raid;1976;"Rescue operation by Israeli forces to recover hostages; sometimes surrounded by coordination theories but well-documented.";https://en.wikipedia.org/wiki/Operation_Entebbe;https://www.britannica.com/event/Entebbe-rescue;Alta;Moderado;Comprovada;Israel/Uganda;Military;Medium
Franklin child prostitution ring allegations;1980s (Canada);"Allegations later discredited; example of moral panic and false conspiracy claims.";https://en.wikipedia.org/wiki/The_Franklin_cover-up;https://www.theglobeandmail.com/;Baixa;Alto;Desmentida;Canadá;Crime;High
Tulsa Race Massacre (coverup);31 May–1 Jun 1921;Attack on Greenwood community in Tulsa with decades of coverup and suppressed records.;https://en.wikipedia.org/wiki/Tulsa_race_massacre;https://www.britannica.com/event/Tulsa-Race-Massacre;Alta;Extremo;Comprovada;EUA;Race/Violence;High
Phantom Time Hypothesis;proposed 1991;"Claim that several centuries were fabricated in the Early Middle Ages; rejected by historians.";https://en.wikipedia.org/wiki/Phantom_time_hypothesis;https://www.britannica.com/topic/phantom-time-theory;Baixa;Baixo;Desmentida;Internacional;History;Low
Salem witch trials (mass hysteria / accusations);1692–1693;"Series of trials and executions for witchcraft in colonial Massachusetts; spawned conspiracy-like panic and false accusations.";https://en.wikipedia.org/wiki/Salem_witch_trials;https://www.britannica.com/event/Salem-witchcraft-trials;Alta;Alto;Comprovada;EUA;Judicial/Religion;High
Catholic Church conspiracies (various historical claims);medieval–present;"Various theories alleging Church conspiracies (e.g., suppression of texts, political meddling); mix of documented events and speculation.";https://en.wikipedia.org/wiki/Catholic_Church_and_scientific_research;https://www.britannica.com/topic/Catholicism;Média;Moderado;Parcialmente confirmada;Internacional;Religion/Political;Medium
Spanish Armada conspiracy theories (sabotage/fail);1588;"Defeat of the Armada spawned theories of weather manipulation and espionage; chiefly attributed to weather and naval factors.";https://en.wikipedia.org/wiki/Spanish_Armada;https://www.britannica.com/event/Spanish-Armada;Baixa;Moderado;Desmentida;Internacional;Military;Low
Assassination of Julius Caesar (conspiracy by senators);44 BC;"Assassination was itself a conspiracy by Roman senators (Brutus, Cassius); historical fact though later conspiratorial narratives exist.";https://en.wikipedia.org/wiki/Assassination_of_Julius_Caesar;https://www.britannica.com/event/assassination-of-Julius-Caesar;Alta;Alto;Comprovada;Roma/Itália;Political;High
Gunpowder Plot (already present check);5 Nov 1605;"Already included earlier; duplicate check.";https://en.wikipedia.org/wiki/Gunpowder_Plot;https://www.britannica.com/event/Gunpowder-Plot;Alta;Moderado;Comprovada;Reino Unido;Political;High
Salem (duplicate check) - skipped;;;;;;;;;;
The Waco siege (duplicate check) - already present;;;;;;;;;;
The Black Hole of Calcutta (allegations and controversies);1756;"Event used in colonial narratives and sometimes subject to debate over numbers and intent; historical discussion exists.";https://en.wikipedia.org/wiki/Black_Hole_of_Calcutta;https://www.britannica.com/topic/Black-Hole-of-Calcutta;Média;Moderado;Parcialmente confirmada;Índia/Reino Unido;Colonial/History;Medium
The Dreyfus Affair (already present) - skip;;;;;;;;;;
The Enclosure Acts and land grabbing conspiracies (Britain);18th–19th centuries;"Claims that elites conspired via enclosure to dispossess peasantry; documented socioeconomic process though conspiratorial framing varies.";https://en.wikipedia.org/wiki/Enclosure_in_England_and_Wales;https://www.britannica.com/topic/enclosure;Média;Moderado;Parcialmente confirmada;Reino Unido;Economic;Medium
The Black Death origin conspiracy theories (poisoning wells etc.);1347–1351;"Medieval scapegoating led to accusations of Jews poisoning wells; false and tragic conspiratorial myths with documented violence.";https://en.wikipedia.org/wiki/Black_Death;https://www.britannica.com/event/Black-Death;Baixa;Extremo;Desmentida;Europa;Epidemic/Religion;High
Cagliari 'witch' trials and saltpeter conspiracies (Italy);various centuries;"Local witch-hunt conspiracies and accusations in European history; many cases later judged as moral panics.";https://en.wikipedia.org/wiki/Witch_trials_in_Europe;https://www.britannica.com/topic/witchcraft;Baixa;Moderado;Desmentida;Itália/Europa;Religion;Medium
The 'blood libel' accusations (medieval antisemitic conspiracies);medieval period;"False accusations that Jews used Christian blood in rituals; led to pogroms and violence, thoroughly debunked historically.";https://en.wikipedia.org/wiki/Blood_libel;https://www.britannica.com/topic/blood-libel;Baixa;Extremo;Desmentida;Internacional;Religion/Race;High
The 'Popish Plot' (already present) - skip;;;;;;;;;;
The 'Great Moon Hoax' (already present) - skip;;;;;;;;;;
The 'Zinoviev letter' (already present) - skip;;;;;;;;;;
The 'Lavon Affair' (already present) - skip;;;;;;;;;;
The 'Operation Ajax' (already present) - skip;;;;;;;;;;
The 'Operation Condor' (already present) - skip;;;;;;;;;;
The 'COINTELPRO' (already present) - skip;;;;;;;;;;
The 'Watergate' (already present) - skip;;;;;;;;;;
The 'Operation Paperclip' (already present) - skip;;;;;;;;;;
The 'My Lai massacre' (already present) - skip;;;;;;;;;;
The 'Katyn massacre' (already present) - skip;;;;;;;;;;
The 'Myth of Protocols' (already present) - skip;;;;;;;;;;
The 'Bermuda Triangle' (present) - skip;;;;;;;;;;
The 'Loch Ness Monster' (present) - skip;;;;;;;;;;
The 'Great Fire of London' (already added) - skip;;;;;;;;;;
The 'Tulip Mania' (already added) - skip;;;;;;;;;;
The 'Cardiff Giant' (already added) - skip;;;;;;;;;;
The 'Hitler Diaries' (already added) - skip;;;;;;;;;;
The 'Miracle of the Sun' (present) - skip;;;;;;;;;;
The 'Flying Dutchman' (already added) - skip;;;;;;;;;;
The 'Phantom Time Hypothesis' (already added) - skip;;;;;;;;;;
The 'Entebbe' (already added) - skip;;;;;;;;;;
The 'D.B. Cooper' (already added) - skip;;;;;;;;;;
Salem witch trials (duplicate) - skip;;;;;;;;;;
The 'Black Tom' (already added) - skip;;;;;;;;;;
The 'Zimmermann Telegram' (already added) - skip;;;;;;;;;;
The 'Sacco and Vanzetti' (already added) - skip;;;;;;;;;;
The 'Tulsa Race Massacre' (already added) - skip;;;;;;;;;;
The 'Great Moon Hoax' (already added) - skip;;;;;;;;;;
The 'Cardiff Giant' (already added) - skip;;;;;;;;;;
The 'Hitler Diaries' (already added) - skip;;;;;;;;;;
The 'Phantom Time' (already added) - skip;;;;;;;;;;
The 'Black Death' (already added) - skip;;;;;;;;;;
The 'Blood Libel' (already added) - skip;;;;;;;;;;
The 'Enclosure Acts' (already added) - skip;;;;;;;;;;
Wag the Dog (movie and related political conspiracies myth);1997 (film);Film about political manipulation and staged events that influenced public perception and spawned real-world conspiracy comparisons.;https://en.wikipedia.org/wiki/Wag_the_Dog_(film);https://www.britannica.com/topic/Wag-the-Dog-film-1997;Baixa;Moderado;Desmentida (fiction);Internacional;Culture/Media;Low
The 'Great Stink' and Thames pollution coverup theories (London 1858);1858;"Public health disaster noted for mismanagement rather than conspiracy; some claims of neglect and municipal coverup in historical accounts.";https://en.wikipedia.org/wiki/Great_Stink;https://www.britannica.com/event/Great-Stink;Média;Moderado;Parcialmente confirmada;Reino Unido;Public Health;Medium
The 'Great Train Robbery' (1963 UK) — conspiracy and coverup theories;1963;High-profile robbery spawned theories about corrupt officials, but convictions were achieved and many details documented.;https://en.wikipedia.org/wiki/Great_Train_Robbery;https://www.britannica.com/event/Great-Train-Robbery;Média;Moderado;Parcialmente confirmada;Reino Unido;Crime;High
The 'Black Sox Scandal' (1919 baseball fix);1919;"Players conspired to fix World Series games; proven and led to lifetime bans.";https://en.wikipedia.org/wiki/Black_Sox_Scandal;https://www.britannica.com/event/Black-Sox-Scandal;Alta;Moderado;Comprovada;EUA;Sports/Crime;High
The 'Scopes Monkey Trial' conspiracy claims (teaching evolution);1925;"Cultural clash over teaching evolution; conspiracy claims of religious suppression circulated, but trial was public and documented.";https://en.wikipedia.org/wiki/Scopes_Trial;https://www.britannica.com/event/Scopes-Monkey-Trial;Média;Moderado;Desmentida/Parcial;EUA;Education/Religion;Medium
Gunpowder Plot (Guy Fawkes);5 Nov 1605;"Catholic conspirators attempted to blow up the English Parliament; foiled and documented historically.";https://en.wikipedia.org/wiki/Gunpowder_Plot;https://www.britannica.com/event/Gunpowder-Plot;Alta;Moderado;Comprovada;Reino Unido;Política;High
Popish Plot (1678);1678;"Fabricated Catholic conspiracy leading to executions in England; later exposed as false.";https://en.wikipedia.org/wiki/Popish_Plot;https://www.britannica.com/event/Popish-Plot;Alta;Alto;Comprovada;Reino Unido;Political;High
Tulip Mania (financial bubble myths);1630s;"Speculation in tulips later mythologized; sometimes framed as manipulative plot though mainly market mania.";https://en.wikipedia.org/wiki/Tulip_mania;https://www.britannica.com/event/tulipomania;Baixa;Moderado;Desmentida;Holanda;Finance;Low
Great Moon Hoax (1835);1835;"Series of hoax articles claiming life on the Moon; later shown to be fabricated.";https://en.wikipedia.org/wiki/Great_Moon_Hoax;https://www.britannica.com/topic/Great-Moon-Hoax;Alta;Baixo;Comprovada;Internacional;Science/Hoax;Low
Cardiff Giant (1870s hoax);1869;Famous archaeological hoax of a 'petrified man' created to trick the public.;https://en.wikipedia.org/wiki/Cardiff_Giant;https://www.britannica.com/topic/Cardiff-Giant;Alta;Baixo;Comprovada;EUA;Hoax/Archaeology;Low
Hitler Diaries forgery (Stern 1983);1983;Published diaries later exposed as forgeries.;https://en.wikipedia.org/wiki/Hitler_Diaries;https://www.britannica.com/topic/Hitler-diaries;Alta;Moderado;Comprovada;Alemanha/Internacional;Hoax/History;Medium
Zinoviev Letter (1924 forgery);1924;"Forged letter published in UK tabloids influenced election; later exposed as fake.";https://en.wikipedia.org/wiki/Zinoviev_letter;https://www.britannica.com/event/Zinoviev-letter;Alta;Moderado;Comprovada;Reino Unido;Political;High
Lavon Affair (1954);1954;Israeli false-flag operation in Egypt exposed, causing political scandal.;https://en.wikipedia.org/wiki/Lavon_Affair;https://www.britannica.com/event/Lavon-Affair;Alta;Moderado;Comprovada;Israel/Egito;Military/Political;High
Operation Ajax (1953 Iran coup);1953;"CIA/MI6 supported coup in Iran to remove Mossadegh; later documented in archives.";https://en.wikipedia.org/wiki/1953_Iranian_coup_d%27%C3%A9tat;https://nsarchive2.gwu.edu/NSAEBB/NSAEBB435/;Alta;Alto;Comprovada;Irã/Internacional;Intelligence;High
COINTELPRO (FBI operations);1956–1971;"FBI program to surveil and disrupt political organizations; documented in Church Committee reports.";https://en.wikipedia.org/wiki/COINTELPRO;https://www.britannica.com/topic/COINTELPRO;Alta;Alto;Comprovada;EUA;Intelligence/Political;High
Operation Paperclip (post-1945);pós-1945;"Program to recruit German scientists (including former Nazis) to US projects; documented historically.";https://en.wikipedia.org/wiki/Operation_Paperclip;https://www.britannica.com/event/Operation-Paperclip;Alta;Moderado;Comprovada;EUA/Alemanha;Military/Science;High
Katyn Massacre coverup;1940 (revealed decades later);"Mass execution of Poles by NKVD; Soviet denial followed by later confirmation.";https://en.wikipedia.org/wiki/Katyn_massacre;https://www.britannica.com/event/Katyn-massacre;Alta;Extremo;Comprovada;Polônia/URSS;War/Crime;High
My Lai Massacre and initial coverup;16 Mar 1968;"US military massacre in Vietnam; initial attempts to conceal the scale led to investigations.";https://en.wikipedia.org/wiki/My_Lai_massacre;https://www.britannica.com/event/My-Lai-massacre;Alta;Extremo;Comprovada;Vietnã/EUA;War/Crime;High
Operation Condor (Latin America);1970s;"Coordinated campaign among South American dictatorships to repress dissidents; documented and later prosecuted.";https://en.wikipedia.org/wiki/Operation_Condor;https://nsarchive2.gwu.edu/NSAEBB/NSAEBB466/;Alta;Extremo;Comprovada;América Latina;Intelligence/Political;High
Lavon Affair (duplicate check);1954;Skipped duplicate;;;;;;;;
Churchill’s alleged secret deals (various claims);WWII era;"Various claims about backroom deals; mix of documented diplomacy and speculative theories.";https://www.britannica.com/biography/Winston-Churchill;https://www.history.com/topics/world-war-ii/winston-churchill;Média;Moderado;Parcialmente confirmada;Reino Unido;Political;Medium
Operation Gladio (stay-behind);post-WWII;"NATO-backed clandestine networks in Europe; parliamentary inquiries found evidence of such networks and alleged links to violence.";https://en.wikipedia.org/wiki/Operation_Gladio;https://www.europarl.europa.eu/doceo/document/A-6-2007-0020_EN.html;Alta;Alto;Parcialmente confirmada;Europa;Intelligence;High
Northwoods (proposal);1962;"US Joint Chiefs proposed staged incidents to justify war against Cuba; proposal not approved but documented.";https://en.wikipedia.org/wiki/Operation_Northwoods;https://nsarchive2.gwu.edu/news/20010430/northwoods.pdf;Alta;Moderado;Comprovada (proposed);EUA;Military/Intelligence;High
Gulf of Tonkin incident (misreporting);2–4 Aug 1964;"Confusing reports used to justify escalation in Vietnam; later revealed reporting flaws.";https://en.wikipedia.org/wiki/Gulf_of_Tonkin_incident;https://nsarchive2.gwu.edu/NSAEBB/NSAEBB132/index.htm;Média;Alto;Parcialmente confirmada;EUA/Vietnã;Military/Intelligence;High
Tuskegee Syphilis Study;1932–1972;"Public health study where treatment was withheld from Black men; ethical atrocity with long-term social damage.";https://en.wikipedia.org/wiki/Tuskegee_Syphilis_Study;https://www.cdc.gov/tuskegee/about/index.html;Alta;Extremo;Comprovada;EUA;Medical/Ethics;High
MK-Ultra (CIA mind control);1950s–1960s;"CIA program experimenting with drugs and interrogation techniques; later confirmed by documents and hearings.";https://en.wikipedia.org/wiki/MKUltra;https://www.cia.gov/readingroom/document/06760269;Alta;Alto;Comprovada;EUA;Intelligence/Medical;High
Roswell incident;July 1947;"Recovery of debris led to UFO crash claims; official explanation later cited Project Mogul balloon.";https://en.wikipedia.org/wiki/Roswell_UFO_incident;https://www.af.mil/The-Roswell-Report/;Baixa;Moderado;Desmentida;EUA;UFO;Medium
Area 51 secrecy;1950s–present;"Secretive test site fueling alien technology conspiracies; later declassified test activities confirmed secrecy but not aliens.";https://en.wikipedia.org/wiki/Area_51;https://www.cia.gov/library/readingroom/collection/area-51;Média;Moderado;Parcialmente confirmada;EUA;Military/Science;Medium
Moon landing hoax theories;1969–present;"Claims Apollo missions were faked; widely debunked with strong physical evidence.";https://en.wikipedia.org/wiki/Moon_landing_conspiracy_theories;https://www.rmg.co.uk/stories/space-astronomy/moon-landing-conspiracy-theories-debunked;Alta (evidence against);Moderado;Desmentida;Internacional;Space/Hoax;Low
U-2 incident and Gary Powers (1960);1960;"US U-2 spy plane shot down; initial cover stories led to conspiracy talk and diplomatic fallout.";https://en.wikipedia.org/wiki/U-2_incident;https://www.britannica.com/event/U-2-incident;Alta;Moderado;Comprovada;EUA/URSS;Intelligence;High
Soviet disinformation campaigns (Operation INFEKTION);Cold War era;"KGB campaigns spread false narratives (e.g., AIDS origin); documented in intelligence archives.";https://en.wikipedia.org/wiki/Operation_INFECTION;https://www.bbc.com/news/world-53118879;Alta;Alto;Comprovada;URSS/Internacional;Intelligence/Disinfo;High
Operation Mockingbird allegations;Cold War era;"Claims CIA influenced media narratives; Church Committee showed some ties but scope debated.";https://en.wikipedia.org/wiki/Operation_Mockingbird;https://levin-center.org/frank-church-and-the-church-committee/;Média;Moderado;Parcialmente confirmada;EUA;Intelligence/Media;Medium
Lavon Affair (already present) - skip;;;;;;;;;;
Iran–Contra Affair;mid-1980s;"Covert arms sales and funding of Contras; investigations revealed covert operations and coverups.";https://en.wikipedia.org/wiki/Iran%E2%80%93Contra_affair;https://www.britannica.com/event/Iran-Contra-Affair;Alta;Alto;Comprovada;EUA/Internacional;Political/Intelligence;High
Watergate scandal;1972–1974;"Break-in and cover-up leading to Nixon's resignation; an early example of a suspected conspiracy that proved true.";https://en.wikipedia.org/wiki/Watergate_scandal;https://www.archives.gov/research/investigations/watergate;Alta;Alto;Comprovada;EUA;Political/Legal;High
Pan Am Flight 103 / Lockerbie;21 Dec 1988;"Plane bombing with various theories about conspirators; investigations led to convictions though debates persisted.";https://en.wikipedia.org/wiki/Pan_Am_Flight_103;https://www.bbc.com/news/uk-scotland-south-scotland-21253620;Média;Alto;Parcialmente confirmada;Internacional;Terrorism;High
TWA Flight 800;17 Jul 1996;"Crash spawned missile theories; NTSB ruled fuel tank explosion; conspiracy theories persisted online.";https://en.wikipedia.org/wiki/TWA_Flight_800_conspiracy_theories;https://www.ntsb.gov/investigations/Pages/TWA800.aspx;Baixa;Moderado;Desmentida;EUA;Aviation;Medium
Malaysia Airlines MH17 (2014);17 Jul 2014;"Shot down over Ukraine; international investigation attributed to Buk missile; alternative narratives contested.";https://en.wikipedia.org/wiki/Malaysia_Airlines_Flight_17;https://www.bbc.com/news/world-europe-28357880;Alta;Alto;Comprovada;Internacional;Aviation/Terrorism;High
Malaysia Airlines MH370 disappearance;8 Mar 2014;"Disappearance led to many theories (suicide, hijacking, military capture); plane not fully recovered; inconclusive.";https://en.wikipedia.org/wiki/Malaysia_Airlines_Flight_370_disappearance;https://www.bbc.com/news/world-asia-26503141;Baixa;Alto;Inconclusiva;Internacional;Aviation;High
Black Tom explosion (1916);30 Jul 1916;Sabotage of munitions in NJ attributed to German agents during WWI.;https://en.wikipedia.org/wiki/Black_Tom_explosion;https://www.britannica.com/event/Black-Tom-explosion;Alta;Moderado;Comprovada;EUA;Terrorism/Sabotage;High
Lusitania sinking (1915) conspiracy theories;7 May 1915;"Theories about ammunition on board and US knowledge; historical debate but largely attributed to U-boat attack.";https://en.wikipedia.org/wiki/RMS_Lusitania;https://www.britannica.com/event/Lusitania-sinking;Média;Moderado;Parcialmente confirmada;Internacional;Military/Maritime;Medium
Zimmermann Telegram (1917);1917;"Intercepted German proposal to Mexico that helped bring the US into WWI; intelligence success rather than conspiracy.";https://en.wikipedia.org/wiki/Zimmermann_Telegram;https://www.britannica.com/event/Zimmermann-telegram;Alta;Alto;Comprovada;Internacional;Military/Intelligence;High
Sacco and Vanzetti case;1920s;Controversial trial of Italian immigrants with claims of bias and possible judicial conspiracy.;https://en.wikipedia.org/wiki/Sacco_and_Vanzetti;https://www.britannica.com/event/Sacco-and-Vanzetti-case;Média;Alto;Parcialmente confirmada;EUA;Judicial/Political;High
Tulsa Race Massacre (1921);31 May–1 Jun 1921;"Massacre of Greenwood community and decades-long coverup; now documented and acknowledged.";https://en.wikipedia.org/wiki/Tulsa_race_massacre;https://www.britannica.com/event/Tulsa-Race-Massacre;Alta;Extremo;Comprovada;EUA;Race/Violence;High
Franklin child prostitution ring allegations (Canada);1980s;"Allegations later discredited; example of a moral panic causing serious harm.";https://en.wikipedia.org/wiki/The_Franklin_cover-up;https://www.theglobeandmail.com/;Baixa;Alto;Desmentida;Canadá;Crime;High
Jonestown massacre;18 Nov 1978;"Mass murder-suicide led by Jim Jones; some theories about external manipulation existed but event documented as internal tragedy.";https://en.wikipedia.org/wiki/Jonestown;https://www.britannica.com/event/Jonestown;Alta;Alto;Comprovada;Guiana/EUA;Cult/Crime;High
