Evento;Data;Resumo;Fonte 1;Fonte 2;Grau de Evidência;Dano Social;Status;País;Categoria;Prioridade de Verificação
Soviet 'disinformation' campaigns (Operation INFEKTION etc.);Cold War era;"Campanhas de desinformação realizadas pela KGB (ex.: HIV origin disinfo); algumas operações foram documentadas.";https://en.wikipedia.org/wiki/Operation_INFEKTION;https://www.bbc.com/news/world-53118879;Alta;Alto;Comprovada;;;
The 'Dead Internet' theory (recent conspiracy about internet being mostly bots);c.2010s–present;"Alegação de que grande parte do conteúdo da internet é gerado artificialmente para manipular opiniões; é uma teoria mista com elementos de verdade (bots) e exagero.";https://en.wikipedia.org/wiki/Dead_Internet_theory;https://www.scientificamerican.com/article/how-much-of-the-internet-is-fake/;Média;Moderado;Parcialmente confirmada;;;
Chabad tunnel false claims (example modern hoax);2024 (news event);Descoberta de túnel em sede Chabad gerou acusações e teorias de tráfico infantil desacreditadas por autoridades e jornalistas.;https://apnews.com/article/30dea243e1619716f8274ebc7f596f5c;https://www.bbc.com/news;Baixa;Moderado;Desmentida;;;
D.B. Cooper hijacking (unknown hijacker);24 Nov 1971;"Homem identificado como 'D.B. Cooper' sequestrou avião e saltou de paraquedas com resgate; identidade e destino permanecem desconhecidos, gerando teorias.";https://en.wikipedia.org/wiki/D._B._Cooper;https://www.fbi.gov/history/famous-cases/db-cooper;Baixa;Moderado;Inconclusiva;;;
Amelia Earhart disappearance;2 Jul 1937;"Aviadora desapareceu durante tentativa de circunavegação; teorias incluem queda no oceano, captura pelos japoneses ou aterrissagem forçada em atóis.";https://en.wikipedia.org/wiki/Amelia_Earhart_disappearance;https://www.britannica.com/biography/Amelia-Earhart;Baixa;Moderado;Inconclusiva;;;
Olof Palme assassination (Sweden);28 Feb 1986;"Assassínio do primeiro-ministro sueco gerou teorias sobre água política e agentes estrangeiros; inquéritos demorados e debates locais persistem.";https://en.wikipedia.org/wiki/Assassination_of_Olof_Palme;https://www.bbc.com/news/world-europe-35645463;Média;Alto;Inconclusiva;;;
Benazir Bhutto assassination (Pakistan);27 Dec 2007;"Morte da ex-primeira-ministra levou a debates sobre autoria e possível conspiradores políticos; investigações apontaram bomba/tiros em atentado.";https://en.wikipedia.org/wiki/Assassination_of_Benazir_Bhutto;https://www.bbc.com/news/world-south-asia-44279617;Média;Alto;Inconclusiva;;;
Patrice Lumumba assassination (Congo);17 Jan 1961;"Assassinato do líder congoles com evidências de conivência belga e CIA; desclassificações e estudos indicam envolvimento estrangeiro.";https://en.wikipedia.org/wiki/Patrice_Lumumba;https://www.britannica.com/biography/Patrice-Lumumba;Alta;Extremo;Parcialmente confirmada;;;
2001 anthrax attacks (Amerithrax) — autoria contestada;Sep–Oct 2001;"Envio de esporos de antraz por correio nos EUA; investigações apontaram cientista Bruce Ivins mas teorias alternativas e críticas ao inquérito persistem.";https://en.wikipedia.org/wiki/2001_anthrax_attacks;https://www.fbi.gov/history/famous-cases/anthrax-amerithrax-investigation;Média;Alto;Parcialmente confirmada;;;
Alexander Litvinenko poisoning (polonium);23 Nov 2006;"Ex-agente russo envenenado em Londres; investigações apontaram agentes russos e houve condenações e investigações internacionais.";https://en.wikipedia.org/wiki/Alexander_Litvinenko;https://www.bbc.com/news/uk-11650800;Alta;Alto;Comprovada;;;
Sergei Skripal poisoning (Novichok, Salisbury 2018);4 Mar 2018;"Envenenamento do ex-espião russo no Reino Unido com novichok, implicando agentes russos; investigação britânica responsabilizou Rússia.";https://en.wikipedia.org/wiki/ poisoning_of_Sergei_and_Yulia_Skripal;https://www.bbc.com/news/uk-43377667;Alta;Alto;Comprovada;;;
Bohemian Grove (elite rituals conspiracy);décadas (século XX–presente);"Encontros privados de elites em Bohemian Grove geraram teorias sobre rituais e decisões políticas ocultas; evento existe, alegações ritualistas são especulativas.";https://en.wikipedia.org/wiki/Bohemian_Grove;https://www.sfgate.com/news/article/Bohemian-Grove-what-is-it-3236529.php;Baixa;Moderado;Desmentida/Parcialmente confirmada;;;
Project MKNAOMI (US biological programs);Cold War era;"Programas secretos de armas biológicas e pesquisas relacionadas aumentaram suspeitas; alguns documentos foram desclassificados e confirmam atividades.";https://en.wikipedia.org/wiki/Project_MKNAOMI;https://nsarchive2.gwu.edu/NSAEBB/NSAEBB316/index.htm;Alta;Alto;Parcialmente confirmada;;;
Malcolm X assassination (theories of conspiracy);21 Feb 1965;"Teorias sobre conluio da polícia, FBI ou outros elementos além dos condenados; comissões e discussões históricas exploram possíveis falhas e omissões.";https://en.wikipedia.org/wiki/Assassination_of_Malcolm_X;https://www.britannica.com/biography/Malcolm-X;Média;Alto;Inconclusiva;;;
1980 Bologna massacre (terrorism and possible state ties);2 Aug 1980;"Atentado na estação de Bolonha que matou dezenas; investigações apontaram grupos neofascistas e discussões sobre conexões com redes clandestinas.";https://en.wikipedia.org/wiki/Bologna_massacre;https://www.britannica.com/event/Bologna-massacre;Alta;Alto;Parcialmente confirmada;;;
Lavon Affair / Operation Susannah (1954 Israel false flag);1954;"Operação de sabotagem encenada no Egito por agentes israelenses; exposta e reconhecida como erro político (Lavon Affair).";https://en.wikipedia.org/wiki/Lavon_Affair;https://www.britannica.com/event/Lavon-Affair;Alta;Moderado;Comprovada;;;
Zinoviev letter (forgery that influenced 1924 UK election);1924;"Carta forjada atribuída a líderes soviéticos publicada em tabloides, afetou resultado eleitoral; posteriormente considerada falsificação.";https://en.wikipedia.org/wiki/Zinoviev_letter;https://www.britannica.com/event/Zinoviev-letter;Alta (forgery documentada);Moderado;Comprovada;;;
Natalie Wood death conspiracy;29 Nov 1981;"Atormenta suspeita de que sua morte por afogamento foi resultado de crime; investigações reabertas e controvérsias permanecem.";https://en.wikipedia.org/wiki/Natalie_Wood;https://www.bbc.com/news/entertainment-arts-50235893;Média;Moderado;Inconclusiva;;;
Soviet shooting down of Korean Air Lines Flight 007 (KAL 007);1 Sep 1983;"Avião civil abatido por caça soviético; teorias e disputas sobre intenções e respostas políticas acompanharam o evento.";https://en.wikipedia.org/wiki/Korean_Air_Lines_Flight_007;https://www.britannica.com/event/Korean-Air-Lines-flight-007;Alta (documentado);Alto;Comprovada;;;
Subhas Chandra Bose disappearance (plane crash theory vs survival);18 Aug 1945 (disappeared);"Líder indiano desapareceu em acidente aéreo segundo versão oficial; teorias de sobrevivência e encobrimento geraram debates por décadas.";https://en.wikipedia.org/wiki/Subhas_Chandra_Bose;https://www.britannica.com/biography/Subhas-Chandra-Bose;Baixa;Moderado;Inconclusiva;;;
Rwandan Genocide conspiracy/foreign involvement theories;1994;"Debates e teorias sobre participação externa e conspirações locais para incitar genocídio; vasta documentação aponta responsabilidade interna complexa.";https://en.wikipedia.org/wiki/Rwandan_genocide;https://www.britannica.com/event/Rwandan-genocide;Média;Extremo;Inconclusiva;;;
Flying Dutchman legend (maritime ghost story / conspiracy folklore);c.17th century (legend);"Sailor legend of a cursed ghost ship; appears in folklore and sometimes in conspiratorial narratives.";https://en.wikipedia.org/wiki/Flying_Dutchman;https://www.britannica.com/topic/Flying-Dutchman;Baixa;Baixo;Desmentida;Internacional;Folclore;Low
Gunpowder Plot;5 Nov 1605;"Catholic conspiracy to blow up the English Parliament; plot foiled and conspirators executed.";https://en.wikipedia.org/wiki/Gunpowder_Plot;https://www.britannica.com/event/Gunpowder-Plot;Alta;Moderado;Comprovada;Reino Unido;Política;High
Great Fire of London (arson theories);2 Sep 1666;"Speculation about arson and foreign plots existed historically; modern historians favor accidental causes.";https://en.wikipedia.org/wiki/Great_Fire_of_London;https://www.britannica.com/event/Great-Fire-of-London;Baixa;Moderado;Desmentida;Reino Unido;Desastre;Low
Dreyfus Affair;1894–1906;"Wrongful conviction and a state-level conspiracy to suppress evidence; exposed anti-Semitism and judicial misconduct.";https://en.wikipedia.org/wiki/Dreyfus_affair;https://www.britannica.com/event/Dreyfus-affair;Alta;Alto;Comprovada;França;Política/Judicial;High
Tulip Mania (speculative financial bubble);1630s;"Financial bubble later mythologized; some sensational/conspiratorial narratives arose about manipulation.";https://en.wikipedia.org/wiki/Tulip_mania;https://www.britannica.com/event/tulipomania;Baixa;Moderado;Desmentida;Holanda;Finanças;Low
Popish Plot;1678;"Fabricated Catholic plot in England leading to executions; later exposed as false.";https://en.wikipedia.org/wiki/Popish_Plot;https://www.britannica.com/event/Popish-Plot;Alta;Alto;Comprovada;Reino Unido;Política;High
Sacco and Vanzetti case (conspiracy claims);1920s;"Controversial trial; claims of political bias and judicial conspiracy in sentencing.";https://en.wikipedia.org/wiki/Sacco_and_Vanzetti;https://www.britannica.com/event/Sacco-and-Vanzetti-case;Média;Alto;Parcialmente confirmada;EUA;Judicial/Política;High
Zimmermann Telegram;1917;"Secret German proposal to Mexico; interception influenced US entry into WWI.";https://en.wikipedia.org/wiki/Zimmermann_Telegram;https://www.britannica.com/event/Zimmermann-telegram;Alta;Alto;Comprovada;Internacional;Military/Intelligence;High
Black Tom explosion (sabotage);30 Jul 1916;"Sabotage of munitions depot by agents linked to German interests; wartime sabotage documented.";https://en.wikipedia.org/wiki/Black_Tom_explosion;https://www.britannica.com/event/Black-Tom-explosion;Alta;Moderado;Comprovada;EUA;Terrorismo/Sabotagem;High
Entebbe raid;1976;"Rescue operation by Israeli forces to recover hostages; sometimes surrounded by coordination theories but well-documented.";https://en.wikipedia.org/wiki/Operation_Entebbe;https://www.britannica.com/event/Entebbe-rescue;Alta;Moderado;Comprovada;Israel/Uganda;Military;Medium
Franklin child prostitution ring allegations;1980s (Canada);"Allegations later discredited; example of moral panic and false conspiracy claims.";https://en.wikipedia.org/wiki/The_Franklin_cover-up;https://www.theglobeandmail.com/;Baixa;Alto;Desmentida;Canadá;Crime;High
Tulsa Race Massacre (coverup);31 May–1 Jun 1921;Attack on Greenwood community in Tulsa with decades of coverup and suppressed records.;https://en.wikipedia.org/wiki/Tulsa_race_massacre;https://www.britannica.com/event/Tulsa-Race-Massacre;Alta;Extremo;Comprovada;EUA;Race/Violence;High
Phantom Time Hypothesis;proposed 1991;"Claim that several centuries were fabricated in the Early Middle Ages; rejected by historians.";https://en.wikipedia.org/wiki/Phantom_time_hypothesis;https://www.britannica.com/topic/phantom-time-theory;Baixa;Baixo;Desmentida;Internacional;History;Low
